time,G(i),H_sun,T2m,WS10m,Int
20060122:1010,431.92,17.17,2.57,3.31,0.0
20060122:1110,584.41,20.58,3.13,3.17,0.0
20060122:1210,549.33,21.51,3.39,2.9,0.0
20060122:1310,206.69,19.84,3.7,2.83,0.0
20060122:1410,66.22,15.77,3.82,2.76,0.0
20060122:1510,41.62,9.7,3.87,2.62,0.0
20060122:1610,0.0,0.0,3.72,2.34,0.0
20060122:1710,0.0,0.0,3.38,1.93,0.0
20060122:1810,0.0,0.0,3.02,2.0,0.0
20060122:1910,0.0,0.0,3.45,2.69,0.0
20060122:2010,0.0,0.0,3.25,2.76,0.0
20060122:2110,0.0,0.0,2.9,2.62,0.0
20060122:2210,0.0,0.0,2.33,2.34,0.0
20060122:2310,0.0,0.0,2.08,2.28,0.0
20060123:0010,0.0,0.0,1.53,2.34,0.0
20060123:0110,0.0,0.0,1.3,2.55,0.0
20060123:0210,0.0,0.0,0.99,2.55,0.0
20060123:0310,0.0,0.0,0.82,2.55,0.0
20060123:0410,0.0,0.0,0.96,2.69,0.0
20060123:0510,0.0,0.0,0.98,3.03,0.0
20060123:0610,0.0,0.0,0.87,3.31,0.0
20060123:0710,0.0,0.0,1.07,4.0,0.0
20060123:0810,21.44,4.57,0.79,3.59,0.0
20060123:0910,129.24,11.81,0.59,3.93,0.0
20060123:1010,442.78,17.37,0.71,3.79,0.0
20060123:1110,581.96,20.8,1.17,3.52,0.0
20060123:1210,682.99,21.74,1.9,3.31,0.0
20060123:1310,687.19,20.08,2.5,3.24,0.0
20060123:1410,578.0,16.01,2.79,3.31,0.0
20060123:1510,425.11,9.93,2.64,3.45,0.0
20060123:1610,0.0,0.0,1.83,3.03,0.0
20060123:1710,0.0,0.0,0.53,3.17,0.0
20060123:1810,0.0,0.0,-0.35,3.24,0.0
20060123:1910,0.0,0.0,-0.81,3.17,0.0
20060123:2010,0.0,0.0,-1.47,3.03,0.0
20060123:2110,0.0,0.0,-2.07,2.76,0.0
20060123:2210,0.0,0.0,-2.49,2.55,0.0
20060123:2310,0.0,0.0,-2.83,2.48,0.0
20060124:0010,0.0,0.0,-3.08,2.48,0.0
20060124:0110,0.0,0.0,-3.24,2.41,0.0
20060124:0210,0.0,0.0,-3.44,2.48,0.0
20060124:0310,0.0,0.0,-3.58,2.55,0.0
20060124:0410,0.0,0.0,-3.69,2.55,0.0
20060124:0510,0.0,0.0,-3.8,2.62,0.0
20060124:0610,0.0,0.0,-3.88,2.62,0.0
20060124:0710,0.0,0.0,-3.94,2.55,0.0
20060124:0810,30.08,4.73,-3.95,2.55,0.0
20060124:0910,232.13,11.99,-2.71,2.55,0.0
20060124:1010,450.53,17.58,-1.06,2.97,0.0
20060124:1110,516.72,21.03,0.28,2.97,0.0
20060124:1210,649.83,21.98,1.4,2.69,0.0
20060124:1310,631.71,20.33,2.12,2.48,0.0
20060124:1410,377.63,16.26,2.47,2.28,0.0
20060124:1510,247.35,10.17,2.27,1.86,0.0
20060124:1610,6.62,2.53,1.11,2.07,0.0
20060124:1710,0.0,0.0,-0.51,2.28,0.0
20060124:1810,0.0,0.0,-1.5,2.28,0.0
20060124:1910,0.0,0.0,-2.12,2.07,0.0
20060124:2010,0.0,0.0,-2.79,1.86,0.0
20060124:2110,0.0,0.0,-3.54,1.72,0.0
20060124:2210,0.0,0.0,-3.7,1.45,0.0
20060124:2310,0.0,0.0,-3.3,1.1,0.0
20060125:0010,0.0,0.0,-3.35,1.03,0.0
20060125:0110,0.0,0.0,-3.73,1.1,0.0
20060125:0210,0.0,0.0,-3.54,1.03,0.0
20060125:0310,0.0,0.0,-2.87,0.83,0.0
20060125:0410,0.0,0.0,-3.45,0.9,0.0
20060125:0510,0.0,0.0,-4.33,1.24,0.0
20060125:0610,0.0,0.0,-4.44,1.24,0.0
20060125:0710,0.0,0.0,-4.73,1.1,0.0
20060125:0810,35.69,4.9,-5.01,1.31,0.0
20060125:0910,265.48,12.18,-3.17,1.17,0.0
20060125:1010,465.22,17.79,-1.36,1.59,0.0
20060125:1110,616.54,21.26,0.17,1.66,0.0
20060125:1210,703.99,22.22,1.36,1.79,0.0
20060125:1310,715.43,20.58,2.12,2.21,0.0
20060125:1410,621.36,16.5,2.38,2.69,0.0
20060125:1510,440.78,10.41,2.12,2.76,0.0
20060125:1610,33.94,2.77,0.75,2.34,0.0
20060125:1710,0.0,0.0,-0.43,2.41,0.0
20060125:1810,0.0,0.0,-0.21,2.28,0.0
20060125:1910,0.0,0.0,0.44,2.48,0.0
20060125:2010,0.0,0.0,1.04,2.48,0.0
20060125:2110,0.0,0.0,1.11,2.55,0.0
20060125:2210,0.0,0.0,0.86,2.69,0.0
20060125:2310,0.0,0.0,0.93,2.97,0.0
20060126:0010,0.0,0.0,1.01,3.38,0.0
20060126:0110,0.0,0.0,1.06,3.79,0.0
20060126:0210,0.0,0.0,1.38,4.21,0.0
20060126:0310,0.0,0.0,1.63,4.48,0.0
20060126:0410,0.0,0.0,1.48,4.55,0.0
20060126:0510,0.0,0.0,1.2,4.55,0.0
20060126:0610,0.0,0.0,0.65,4.48,0.0
20060126:0710,0.0,0.0,0.76,4.83,0.0
20060126:0810,23.19,5.07,0.63,4.9,0.0
20060126:0910,55.81,12.38,0.63,4.76,0.0
20060126:1010,41.62,18.01,0.68,5.1,0.0
20060126:1110,194.14,21.5,0.9,5.93,0.0
20060126:1210,50.14,22.48,0.79,5.79,0.0
20060126:1310,193.33,20.83,0.96,5.79,0.0
20060126:1410,61.49,16.76,1.46,6.48,0.0
20060126:1510,46.35,10.65,1.3,5.1,0.0
20060126:1610,8.51,3.0,0.83,4.55,0.0
20060126:1710,0.0,0.0,0.26,4.48,0.0
20060126:1810,0.0,0.0,-0.41,4.62,0.0
20060126:1910,0.0,0.0,-0.76,5.24,0.0
20060126:2010,0.0,0.0,-1.3,4.83,0.0
20060126:2110,0.0,0.0,-1.57,4.62,0.0
20060126:2210,0.0,0.0,-1.88,4.28,0.0
20060126:2310,0.0,0.0,-2.06,4.14,0.0
20060127:0010,0.0,0.0,-2.3,4.07,0.0
20060127:0110,0.0,0.0,-2.62,3.93,0.0
20060127:0210,0.0,0.0,-2.77,3.86,0.0
20060127:0310,0.0,0.0,-3.15,3.66,0.0
20060127:0410,0.0,0.0,-3.36,3.93,0.0
20060127:0510,0.0,0.0,-3.66,3.79,0.0
20060127:0610,0.0,0.0,-4.2,3.79,0.0
20060127:0710,0.0,0.0,-4.08,3.45,0.0
20060127:0810,54.55,5.26,-4.23,3.24,0.0
20060127:0910,263.67,12.58,-3.79,3.59,0.0
20060127:1010,446.55,18.23,-2.8,3.72,0.0
20060127:1110,473.6,21.74,-1.73,3.72,0.0
20060127:1210,273.95,22.73,-0.76,3.93,0.0
20060127:1310,261.07,21.09,-0.23,4.21,0.0
20060127:1410,166.62,17.01,-0.11,4.28,0.0
20060127:1510,150.51,10.9,-0.18,4.07,0.0
20060127:1610,10.41,3.24,-0.53,3.72,0.0
20060127:1710,0.0,0.0,-1.05,3.24,0.0
20060127:1810,0.0,0.0,-1.47,3.24,0.0
20060127:1910,0.0,0.0,-2.44,2.48,0.0
20060127:2010,0.0,0.0,-2.59,2.34,0.0
20060127:2110,0.0,0.0,-2.73,2.41,0.0
20060127:2210,0.0,0.0,-3.22,2.41,0.0
20060127:2310,0.0,0.0,-3.53,2.41,0.0
20060128:0010,0.0,0.0,-3.76,2.55,0.0
20060128:0110,0.0,0.0,-4.19,2.55,0.0
20060128:0210,0.0,0.0,-4.34,2.48,0.0
20060128:0310,0.0,0.0,-4.79,2.69,0.0
20060128:0410,0.0,0.0,-5.15,2.76,0.0
20060128:0510,0.0,0.0,-5.28,2.76,0.0
20060128:0610,0.0,0.0,-5.22,2.76,0.0
20060128:0710,0.0,0.0,-4.44,2.69,0.0
20060128:0810,28.78,5.44,-3.99,2.97,0.0
20060128:0910,88.29,12.79,-3.27,3.52,0.0
20060128:1010,141.15,18.46,-2.3,4.0,0.0
20060128:1110,166.09,21.99,-0.9,4.28,0.0
20060128:1210,155.84,22.99,0.49,4.21,0.0
20060128:1310,70.95,21.36,1.62,4.34,0.0
20060128:1410,71.89,17.28,2.19,4.34,0.0
20060128:1510,46.35,11.16,2.34,4.62,0.0
20060128:1610,24.02,3.48,2.4,4.62,0.0
20060128:1710,0.0,0.0,2.48,4.48,0.0
20060128:1810,0.0,0.0,2.52,4.21,0.0
20060128:1910,0.0,0.0,1.66,4.0,0.0
20060128:2010,0.0,0.0,1.38,3.79,0.0
20060128:2110,0.0,0.0,1.15,3.79,0.0
20060128:2210,0.0,0.0,0.9,3.66,0.0
20060128:2310,0.0,0.0,0.69,3.72,0.0
20060129:0010,0.0,0.0,0.55,3.66,0.0
20060129:0110,0.0,0.0,0.48,3.52,0.0
20060129:0210,0.0,0.0,0.26,3.38,0.0
20060129:0310,0.0,0.0,-0.15,3.17,0.0
20060129:0410,0.0,0.0,-0.63,3.17,0.0
20060129:0510,0.0,0.0,-0.79,3.24,0.0
20060129:0610,0.0,0.0,-1.02,3.31,0.0
20060129:0710,0.0,0.0,-1.47,3.1,0.0
20060129:0810,77.05,5.64,-1.44,3.17,0.0
20060129:0910,283.29,13.0,-0.41,3.45,0.0
20060129:1010,509.0,18.7,1.21,3.52,0.0
20060129:1110,666.07,22.24,2.77,4.07,0.0
20060129:1210,501.81,23.26,4.22,4.34,0.0
20060129:1310,483.88,21.63,5.07,4.28,0.0
20060129:1410,431.09,17.54,5.47,4.0,0.0
20060129:1510,345.9,11.41,5.69,4.0,0.0
20060129:1610,13.24,3.73,4.9,3.86,0.0
20060129:1710,0.0,0.0,3.2,3.59,0.0
20060129:1810,0.0,0.0,2.16,3.59,0.0
20060129:1910,0.0,0.0,2.31,3.72,0.0
20060129:2010,0.0,0.0,1.78,3.79,0.0
20060129:2110,0.0,0.0,1.28,3.79,0.0
20060129:2210,0.0,0.0,0.74,3.79,0.0
20060129:2310,0.0,0.0,0.27,3.66,0.0
20060130:0010,0.0,0.0,-0.22,3.45,0.0
20060130:0110,0.0,0.0,-0.73,3.24,0.0
20060130:0210,0.0,0.0,-1.15,3.1,0.0
20060130:0310,0.0,0.0,-1.53,3.03,0.0
20060130:0410,0.0,0.0,-1.87,3.03,0.0
20060130:0510,0.0,0.0,-2.16,3.17,0.0
20060130:0610,0.0,0.0,-2.43,3.38,0.0
20060130:0710,0.0,0.0,-2.43,3.38,0.0
20060130:0810,67.87,5.84,-2.46,3.45,0.0
20060130:0910,284.33,13.22,-1.24,3.17,0.0
20060130:1010,474.66,18.94,0.53,3.59,0.0
20060130:1110,620.03,22.5,2.23,3.79,0.0
20060130:1210,707.89,23.53,3.64,3.93,0.0
20060130:1310,714.24,21.91,4.57,3.93,0.0
20060130:1410,650.96,17.81,5.01,3.93,0.0
20060130:1510,483.61,11.67,4.66,3.52,0.0
20060130:1610,53.21,3.98,3.4,3.52,0.0
20060130:1710,0.0,0.0,1.53,3.59,0.0
20060130:1810,0.0,0.0,0.56,3.66,0.0
20060130:1910,0.0,0.0,0.28,3.66,0.0
20060130:2010,0.0,0.0,-0.16,3.52,0.0
20060130:2110,0.0,0.0,-0.59,3.31,0.0
20060130:2210,0.0,0.0,-0.94,3.31,0.0
20060130:2310,0.0,0.0,-1.29,3.45,0.0
20060131:0010,0.0,0.0,-1.53,3.45,0.0
20060131:0110,0.0,0.0,-1.74,3.31,0.0
20060131:0210,0.0,0.0,-1.95,3.1,0.0
20060131:0310,0.0,0.0,-2.13,2.9,0.0
20060131:0410,0.0,0.0,-2.28,2.76,0.0
20060131:0510,0.0,0.0,-2.42,2.55,0.0
20060131:0610,0.0,0.0,-2.6,2.55,0.0
20060131:0710,0.0,0.0,-2.59,2.41,0.0
20060131:0810,67.48,6.04,-2.51,2.21,0.0
20060131:0910,261.28,13.45,-0.84,1.93,0.0
20060131:1010,474.26,19.19,1.15,2.28,0.0
20060131:1110,629.97,22.77,2.64,2.34,0.0
20060131:1210,731.96,23.81,3.88,2.34,0.0
20060131:1310,732.48,22.19,4.82,2.28,0.0
20060131:1410,669.57,18.08,5.32,2.14,0.0
20060131:1510,501.35,11.93,5.27,1.72,0.0
20060131:1610,62.49,4.23,4.34,1.86,0.0
20060131:1710,0.0,0.0,2.58,2.34,0.0
20060131:1810,0.0,0.0,0.87,2.14,0.0
20060131:1910,0.0,0.0,-0.59,1.72,0.0
20060131:2010,0.0,0.0,-1.51,1.45,0.0
20060131:2110,0.0,0.0,-1.54,1.24,0.0
20060131:2210,0.0,0.0,-1.28,1.03,0.0
20060131:2310,0.0,0.0,-0.82,0.76,0.0
20060201:0010,0.0,0.0,-1.07,0.48,0.0
20060201:0110,0.0,0.0,-1.36,0.34,0.0
20060201:0210,0.0,0.0,-1.67,0.34,0.0
20060201:0310,0.0,0.0,-1.93,0.28,0.0
20060201:0410,0.0,0.0,-2.15,0.48,0.0
20060201:0510,0.0,0.0,-2.36,0.62,0.0
20060201:0610,0.0,0.0,-3.2,0.97,0.0
20060201:0710,0.0,0.0,-4.43,1.66,0.0
20060201:0810,84.24,6.25,-4.13,1.38,0.0
20060201:0910,281.87,13.68,-1.35,0.83,0.0
20060201:1010,496.45,19.44,1.12,0.97,0.0
20060201:1110,648.1,23.04,2.95,1.03,0.0
20060201:1210,758.92,24.1,4.15,1.1,0.0
20060201:1310,755.54,22.47,4.77,1.24,0.0
20060201:1410,638.79,18.36,5.0,1.38,0.0
20060201:1510,443.61,12.2,4.89,1.31,0.0
20060201:1610,83.84,4.48,4.09,1.52,0.0
20060201:1710,0.0,0.0,2.27,2.0,0.0
20060201:1810,0.0,0.0,0.67,2.07,0.0
20060201:1910,0.0,0.0,0.42,1.59,0.0
20060201:2010,0.0,0.0,-0.01,1.31,0.0
20060201:2110,0.0,0.0,-0.46,1.17,0.0
20060201:2210,0.0,0.0,-0.82,1.03,0.0
20060201:2310,0.0,0.0,-0.77,0.97,0.0
20060202:0010,0.0,0.0,-0.59,0.83,0.0
20060202:0110,0.0,0.0,-0.7,0.83,0.0
20060202:0210,0.0,0.0,-0.7,0.83,0.0
20060202:0310,0.0,0.0,-0.77,0.97,0.0
20060202:0410,0.0,0.0,-1.21,1.1,0.0
20060202:0510,0.0,0.0,-1.15,0.97,0.0
20060202:0610,0.0,0.0,-1.17,0.97,0.0
20060202:0710,0.0,0.0,-1.19,0.76,0.0
20060202:0810,36.75,6.47,-1.01,0.62,0.0
20060202:0910,60.54,13.91,-0.55,0.76,0.0
20060202:1010,77.57,19.7,0.01,1.1,0.0
20060202:1110,115.41,23.32,0.08,1.17,0.0
20060202:1210,75.68,24.38,0.3,1.31,0.0
20060202:1310,73.79,22.76,0.51,1.38,0.0
20060202:1410,81.35,18.64,0.61,1.52,0.0
20060202:1510,81.78,12.47,0.56,1.66,0.0
20060202:1610,35.66,4.73,0.28,1.72,0.0
20060202:1710,0.0,0.0,-0.05,1.52,0.0
20060202:1810,0.0,0.0,-0.35,1.66,0.0
20060202:1910,0.0,0.0,-0.67,1.86,0.0
20060202:2010,0.0,0.0,-0.83,1.86,0.0
20060202:2110,0.0,0.0,-0.92,1.93,0.0
20060202:2210,0.0,0.0,-1.16,1.93,0.0
20060202:2310,0.0,0.0,-1.21,2.0,0.0
20060203:0010,0.0,0.0,-1.38,2.07,0.0
20060203:0110,0.0,0.0,-1.56,2.21,0.0
20060203:0210,0.0,0.0,-1.72,2.14,0.0
20060203:0310,0.0,0.0,-2.06,2.41,0.0
20060203:0410,0.0,0.0,-2.32,2.14,0.0
20060203:0510,0.0,0.0,-2.49,2.28,0.0
20060203:0610,0.0,0.0,-2.71,2.55,0.0
20060203:0710,0.0,0.0,-2.81,2.21,0.0
20060203:0810,40.85,6.69,-2.79,2.83,0.0
20060203:0910,53.92,14.16,-2.58,2.9,0.0
20060203:1010,98.38,19.96,-2.17,2.83,0.0
20060203:1110,108.79,23.6,-1.7,2.9,0.0
20060203:1210,112.57,24.68,-0.95,2.9,0.0
20060203:1310,125.29,23.05,-0.17,3.03,0.0
20060203:1410,112.32,18.93,0.23,3.31,0.0
20060203:1510,76.11,12.74,0.31,3.38,0.0
20060203:1610,38.03,4.99,0.03,3.03,0.0
20060203:1710,0.0,0.0,-1.39,2.76,0.0
20060203:1810,0.0,0.0,-2.17,2.83,0.0
20060203:1910,0.0,0.0,-2.43,2.62,0.0
20060203:2010,0.0,0.0,-2.36,2.76,0.0
20060203:2110,0.0,0.0,-2.42,2.83,0.0
20060203:2210,0.0,0.0,-2.76,2.83,0.0
20060203:2310,0.0,0.0,-3.13,2.83,0.0
20060204:0010,0.0,0.0,-3.22,2.9,0.0
20060204:0110,0.0,0.0,-3.36,2.9,0.0
20060204:0210,0.0,0.0,-3.42,2.76,0.0
20060204:0310,0.0,0.0,-3.4,2.55,0.0
20060204:0410,0.0,0.0,-3.34,2.48,0.0
20060204:0510,0.0,0.0,-3.03,2.41,0.0
20060204:0610,0.0,0.0,-2.21,2.28,0.0
20060204:0710,0.0,0.0,-1.3,1.59,0.0
20060204:0810,38.51,6.92,-0.61,1.59,0.0
20060204:0910,69.06,14.4,0.3,1.66,0.0
20060204:1010,61.49,20.23,1.79,2.76,0.0
20060204:1110,68.11,23.89,2.57,3.17,0.0
20060204:1210,64.33,24.97,3.33,4.34,0.0
20060204:1310,104.06,23.35,3.49,4.28,0.0
20060204:1410,95.54,19.21,3.71,4.34,0.0
20060204:1510,57.7,13.01,3.71,4.14,0.0
20060204:1610,31.02,5.25,3.38,3.59,0.0
20060204:1710,0.0,0.0,2.66,3.59,0.0
20060204:1810,0.0,0.0,2.46,3.66,0.0
20060204:1910,0.0,0.0,1.83,3.24,0.0
20060204:2010,0.0,0.0,1.57,3.1,0.0
20060204:2110,0.0,0.0,1.43,3.1,0.0
20060204:2210,0.0,0.0,1.38,3.03,0.0
20060204:2310,0.0,0.0,1.52,2.97,0.0
20060205:0010,0.0,0.0,1.81,2.9,0.0
20060205:0110,0.0,0.0,1.88,2.76,0.0
20060205:0210,0.0,0.0,1.9,2.76,0.0
20060205:0310,0.0,0.0,2.07,2.76,0.0
20060205:0410,0.0,0.0,2.14,2.69,0.0
20060205:0510,0.0,0.0,2.09,2.62,0.0
20060205:0610,0.0,0.0,1.94,2.48,0.0
20060205:0710,0.0,0.0,2.02,2.34,0.0
20060205:0810,38.45,7.15,1.98,2.41,0.0
20060205:0910,86.41,14.66,2.26,2.97,0.0
20060205:1010,132.85,20.51,2.83,2.97,0.0
20060205:1110,156.15,24.18,3.48,2.97,0.0
20060205:1210,70.95,25.28,3.9,2.69,0.0
20060205:1310,148.81,23.65,4.36,2.41,0.0
20060205:1410,59.6,19.51,4.55,2.14,0.0
20060205:1510,50.14,13.29,4.52,1.72,0.0
20060205:1610,30.75,5.51,4.46,1.52,0.0
20060205:1710,0.0,0.0,4.29,1.66,0.0
20060205:1810,0.0,0.0,4.36,1.86,0.0
20060205:1910,0.0,0.0,4.13,1.86,0.0
20060205:2010,0.0,0.0,4.21,2.07,0.0
20060205:2110,0.0,0.0,4.26,2.14,0.0
20060205:2210,0.0,0.0,4.27,2.21,0.0
20060205:2310,0.0,0.0,4.26,2.34,0.0
20060206:0010,0.0,0.0,4.23,2.41,0.0
20060206:0110,0.0,0.0,4.24,2.48,0.0
20060206:0210,0.0,0.0,4.12,2.41,0.0
20060206:0310,0.0,0.0,4.1,2.41,0.0
20060206:0410,0.0,0.0,3.99,2.48,0.0
20060206:0510,0.0,0.0,3.84,2.41,0.0
20060206:0610,0.0,0.0,3.52,2.28,0.0
20060206:0710,0.0,0.0,3.04,1.93,0.0
20060206:0810,23.65,7.39,2.62,1.72,0.0
20060206:0910,24.6,14.92,3.11,1.79,0.0
20060206:1010,66.22,20.79,3.73,1.72,0.0
20060206:1110,105.0,24.48,4.44,1.66,0.0
20060206:1210,135.41,25.58,5.09,1.86,0.0
20060206:1310,146.83,23.95,5.67,2.21,0.0
20060206:1410,98.38,19.8,6.01,2.14,0.0
20060206:1510,62.43,13.57,6.21,2.41,0.0
20060206:1610,18.92,5.77,5.98,2.55,0.0
20060206:1710,0.0,0.0,5.49,2.83,0.0
20060206:1810,0.0,0.0,4.92,2.97,0.0
20060206:1910,0.0,0.0,4.32,2.9,0.0
20060206:2010,0.0,0.0,3.87,2.41,0.0
20060206:2110,0.0,0.0,3.54,2.14,0.0
20060206:2210,0.0,0.0,3.39,2.07,0.0
20060206:2310,0.0,0.0,3.17,2.14,0.0
20060207:0010,0.0,0.0,2.91,2.28,0.0
20060207:0110,0.0,0.0,2.85,2.41,0.0
20060207:0210,0.0,0.0,2.93,2.41,0.0
20060207:0310,0.0,0.0,2.98,2.41,0.0
20060207:0410,0.0,0.0,3.0,2.41,0.0
20060207:0510,0.0,0.0,3.02,2.48,0.0
20060207:0610,0.0,0.0,3.02,2.55,0.0
20060207:0710,0.0,0.0,3.08,2.76,0.0
20060207:0810,23.65,7.63,3.48,2.76,0.0
20060207:0910,38.79,15.18,4.77,2.83,0.0
20060207:1010,42.57,21.07,5.84,3.45,0.0
20060207:1110,55.81,24.78,6.8,3.59,0.0
20060207:1210,64.33,25.89,7.47,3.59,0.0
20060207:1310,66.22,24.26,8.09,3.79,0.0
20060207:1410,51.08,20.1,8.44,3.93,0.0
20060207:1510,37.84,13.85,8.0,3.03,0.0
20060207:1610,35.24,6.04,7.6,2.97,0.0
20060207:1710,0.0,0.0,6.9,2.69,0.0
20060207:1810,0.0,0.0,6.12,2.41,0.0
20060207:1910,0.0,0.0,5.34,2.62,0.0
20060207:2010,0.0,0.0,4.9,2.83,0.0
20060207:2110,0.0,0.0,4.6,3.1,0.0
20060207:2210,0.0,0.0,4.59,3.38,0.0
20060207:2310,0.0,0.0,4.37,3.59,0.0
20060208:0010,0.0,0.0,4.19,3.79,0.0
20060208:0110,0.0,0.0,3.95,4.07,0.0
20060208:0210,0.0,0.0,4.08,4.48,0.0
20060208:0310,0.0,0.0,4.05,4.76,0.0
20060208:0410,0.0,0.0,4.1,5.24,0.0
20060208:0510,0.0,0.0,4.01,5.72,0.0
20060208:0610,0.0,0.0,3.99,6.14,0.0
20060208:0710,0.0,0.0,4.1,6.55,0.0
20060208:0810,84.39,7.88,4.32,6.41,0.0
20060208:0910,175.02,15.45,4.7,6.07,0.0
20060208:1010,298.96,21.36,5.27,5.38,0.0
20060208:1110,293.88,25.09,6.51,4.41,0.0
20060208:1210,602.1,26.21,7.75,4.83,0.0
20060208:1310,477.51,24.57,8.26,4.76,0.0
20060208:1410,439.61,20.4,7.63,5.31,0.0
20060208:1510,127.18,14.13,7.52,4.97,0.0
20060208:1610,293.16,6.31,6.95,4.21,0.0
20060208:1710,0.0,0.0,5.88,3.72,0.0
20060208:1810,0.0,0.0,5.13,3.31,0.0
20060208:1910,0.0,0.0,3.85,2.69,0.0
20060208:2010,0.0,0.0,3.31,2.69,0.0
20060208:2110,0.0,0.0,3.0,2.69,0.0
20060208:2210,0.0,0.0,2.76,2.76,0.0
20060208:2310,0.0,0.0,2.28,2.9,0.0
20060209:0010,0.0,0.0,2.13,2.97,0.0
20060209:0110,0.0,0.0,2.26,3.03,0.0
20060209:0210,0.0,0.0,2.15,2.97,0.0
20060209:0310,0.0,0.0,2.05,3.03,0.0
20060209:0410,0.0,0.0,1.86,3.03,0.0
20060209:0510,0.0,0.0,1.73,3.1,0.0
20060209:0610,0.0,0.0,1.57,3.1,0.0
20060209:0710,0.0,0.0,1.31,3.03,0.0
20060209:0810,86.94,8.14,1.81,3.1,0.0
20060209:0910,218.44,15.73,3.25,3.72,0.0
20060209:1010,324.18,21.66,4.03,4.21,0.0
20060209:1110,113.52,25.4,4.64,4.07,0.0
20060209:1210,70.95,26.53,5.07,4.14,0.0
20060209:1310,709.87,24.89,5.28,4.48,0.0
20060209:1410,386.0,20.7,5.1,4.83,0.0
20060209:1510,101.0,14.41,4.73,4.76,0.0
20060209:1610,25.54,6.57,4.18,3.93,0.0
20060209:1710,0.0,0.0,3.17,3.31,0.0
20060209:1810,0.0,0.0,2.03,2.97,0.0
20060209:1910,0.0,0.0,1.92,2.9,0.0
20060209:2010,0.0,0.0,2.01,2.76,0.0
20060209:2110,0.0,0.0,1.73,2.55,0.0
20060209:2210,0.0,0.0,1.52,2.55,0.0
20060209:2310,0.0,0.0,1.29,2.69,0.0
20060210:0010,0.0,0.0,1.13,2.76,0.0
20060210:0110,0.0,0.0,0.79,2.76,0.0
20060210:0210,0.0,0.0,0.63,2.83,0.0
20060210:0310,0.0,0.0,0.28,2.83,0.0
20060210:0410,0.0,0.0,-0.37,2.76,0.0
20060210:0510,0.0,0.0,-0.86,2.69,0.0
20060210:0610,0.0,0.0,-1.19,2.62,0.0
20060210:0710,0.0,0.0,-1.3,2.48,0.0
20060210:0810,119.48,8.4,-0.64,2.28,0.0
20060210:0910,334.69,16.0,0.89,2.14,0.0
20060210:1010,485.4,21.96,2.49,2.62,0.0
20060210:1110,662.98,25.72,3.5,3.1,0.0
20060210:1210,703.42,26.85,4.0,2.76,0.0
20060210:1310,565.35,25.21,4.04,2.48,0.0
20060210:1410,254.69,21.0,4.5,2.55,0.0
20060210:1510,343.13,14.7,4.46,2.28,0.0
20060210:1610,147.45,6.84,4.19,1.72,0.0
20060210:1710,0.0,0.0,3.28,1.86,0.0
20060210:1810,0.0,0.0,2.42,1.93,0.0
20060210:1910,0.0,0.0,1.69,1.93,0.0
20060210:2010,0.0,0.0,1.49,1.79,0.0
20060210:2110,0.0,0.0,1.09,1.79,0.0
20060210:2210,0.0,0.0,0.62,1.79,0.0
20060210:2310,0.0,0.0,0.13,1.72,0.0
20060211:0010,0.0,0.0,-0.27,1.72,0.0
20060211:0110,0.0,0.0,-0.88,1.72,0.0
20060211:0210,0.0,0.0,-1.44,1.79,0.0
20060211:0310,0.0,0.0,-1.97,1.86,0.0
20060211:0410,0.0,0.0,-2.3,1.79,0.0
20060211:0510,0.0,0.0,-2.61,1.72,0.0
20060211:0610,0.0,0.0,-3.04,1.59,0.0
20060211:0710,0.0,0.0,-3.34,1.66,0.0
20060211:0810,114.97,8.66,-2.23,1.31,0.0
20060211:0910,309.27,16.29,-0.6,1.17,0.0
20060211:1010,505.97,22.26,1.08,1.03,0.0
20060211:1110,651.77,26.04,2.7,1.03,0.0
20060211:1210,207.55,27.18,3.73,1.52,0.0
20060211:1310,79.46,25.53,4.4,1.72,0.0
20060211:1410,130.47,21.31,4.47,2.0,0.0
20060211:1510,57.7,14.99,4.38,2.07,0.0
20060211:1610,39.17,7.11,3.73,1.52,0.0
20060211:1710,0.0,0.0,2.82,1.86,0.0
20060211:1810,0.0,0.0,1.93,1.79,0.0
20060211:1910,0.0,0.0,1.15,1.72,0.0
20060211:2010,0.0,0.0,0.42,1.66,0.0
20060211:2110,0.0,0.0,-0.55,1.59,0.0
20060211:2210,0.0,0.0,-1.54,1.52,0.0
20060211:2310,0.0,0.0,-1.59,1.31,0.0
20060212:0010,0.0,0.0,-0.92,0.97,0.0
20060212:0110,0.0,0.0,-0.48,0.76,0.0
20060212:0210,0.0,0.0,-1.21,0.83,0.0
20060212:0310,0.0,0.0,-1.02,0.41,0.0
20060212:0410,0.0,0.0,-1.92,0.9,0.0
20060212:0510,0.0,0.0,-2.32,1.24,0.0
20060212:0610,0.0,0.0,-2.01,1.1,0.0
20060212:0710,0.0,0.0,-1.66,1.1,0.0
20060212:0810,76.11,8.93,-1.26,0.9,0.0
20060212:0910,118.17,16.58,0.53,0.76,0.0
20060212:1010,245.32,22.57,1.86,1.1,0.0
20060212:1110,411.97,26.36,3.42,1.52,0.0
20060212:1210,589.47,27.51,4.39,2.14,0.0
20060212:1310,651.35,25.86,4.94,2.48,0.0
20060212:1410,248.72,21.62,5.02,2.62,0.0
20060212:1510,266.68,15.28,4.9,2.48,0.0
